,Text_token
145,"['courier', 'south', 'africa', 'turning', 'armoured', 'trucks', 'guard', 'hijacking', 'means', 'protecting', 'truck', 'drivers', 'truckupdates', 'safety', 'first', 'protecting', 'matters']"
146,"['armoured', 'trucks', 'effective', 'solution', 'courier', 'south', 'africa', 'guard', 'hijacking', 'via', 'businesstech', 'sa']"
147,"['courier', 'south', 'africa', 'turning', 'armoured', 'trucks', 'guard', 'hijacking']"
148,"['courier', 'south', 'africa', 'turning', 'armoured', 'trucks', 'guard', 'againsthijacking']"
149,"['courier', 'south', 'africa', 'turning', 'armoured', 'trucks', 'guard', 'againsthijacking']"
150,"['courier', 'south', 'africa', 'turning', 'armoured', 'trucks', 'guard', 'hijacking']"
151,"['courier', 'south', 'africa', 'turning', 'armoured', 'trucks', 'guard', 'againsthijacking']"
152,"['news', 'moneyweb', 'specialist', 'manufacturer', 'armoured', 'products', 'si', 'engineering', 'revealed', 'new', 'kit', 'trucks', 'south', 'africa', 'developed', 'response', 'sharp', 'increase', 'truck', 'hijacking', 'incidents', 'across', 'country', 'fantastic', 'data', 'news']"
153,"['courier', 'south', 'africa', 'turning', 'armoured', 'trucks', 'guard', 'hijacking']"
154,"['mali38731876', 'hemisphere', 'za', 'africa', 'facts', 'zone', 'lead', 'human', 'trafficking', 'car', 'hijacking', 'crimes', 'south', 'africa', 'take', 'lead', 'highest', 'country', 'crimes', 'africa']"
155,"['juris', 'ball23', 'lazy62720894', 'movable28447081', 'africa', 'facts', 'zone', 'nigerian', 'south', 'africa', 'spamming', 'human', 'trafficking', 'hijacking', 'buildings', 'drugs', 'fake', 'doctors', 'fake', 'pastors', 'forced', 'prostitution', 'fbi', 'landed', 'south', 'africa', 'arrest', '8', 'nigerian', 'spammers']"
156,"['foreigners', 'illegal', 'things', 'south', 'africa', 'calling', 'business', 'spamming', 'house', 'breaking', 'hijacking', 'cars', 'etc', 'business', 'insider', 'business', 'tech', 'sa', 'abramjee', 'ian', 'cameron23', 'aronhyman', 'ons', 'biz', 'nie', 'action4', 'sa', 'da', 'times', 'live', 'sar', 'commission', 'adds', 'africa', 'newsroom405', 'world']"
157,"['joh565802041', 'africa', 'facts', 'zone', 'south', 'africa', 'known', 'human', 'trafficking', 'highest', 'crime', 'rate', 'africa', 'number', '3', 'south', 'africa', 'car', 'hijacking']"
158,"['bing', 'ras', 'khanari', 'africa', 'facts', 'zone', 'south', 'africa', 'known', 'human', 'trafficking', 'highest', 'crime', 'rate', 'africa', 'number', '3', 'south', 'africa', 'car', 'hijacking']"
159,"['tha', 'big', 'africa', 'facts', 'zone', 'nigeria', 'even', 'top', '10', 'list', 'world', 'south', 'africa', 'known', 'human', 'trafficking', 'highest', 'crime', 'rate', 'africa', 'number', '3', 'south', 'africa', 'car', 'hijacking']"
160,"['celebundercovr', 'kokopelli', 'iam', 'africa', 'facts', 'zone', 'south', 'africa', 'known', 'human', 'trafficking', 'highest', 'crime', 'rate', 'africa', 'number', '3', 'south', 'africa', 'car', 'hijacking']"
161,"['maya', 'hulu', 'africa', 'facts', 'zone', 'south', 'africa', 'known', 'human', 'trafficking', 'highest', 'crime', 'rate', 'africa', 'number', '3', 'south', 'africa', 'car', 'hijacking']"
162,"['hemisphere', 'za', 'africa', 'facts', 'zone', 'south', 'africa', 'known', 'human', 'trafficking', 'highest', 'crime', 'rate', 'africa', 'number', '3', 'south', 'africa', 'car', 'hijacking']"
163,"['abramjee', 'e', 'nca', 'south', 'africa', 'like', 'university', 'crime', 'african', 'continent', 'many', 'courses', '1', 'heist2', 'hijacking3', 'kidnapping4', 'drugs5', 'fraud', 'corruption6', 'human', 'trafficking']"
164,"['africa', 'facts', 'zone', 'nigerian', 'claim', 'owners', 'buildings', 'tried', 'hijacking', 'buildings', 'south', 'africa']"
165,"['hint', '500', 'truck', 'b6', 'armouring', 'kit', 'launched', 'si', 'engineering', 'armoured', 'products', 'manufacturer', 'si', 'unveils', 'alone', 'hint', '500', 'truck', 'b6', 'armouring', 'kit', 'response', 'increased', 'truck', 'hijacking', 'incidents', 'across', 'south', 'africa']"
166,"['ems', 'robbed', 'attending', 'call', 'outs', '11', 'incidents', 'year', 'including', 'attempted', 'sexual', 'assault', 'hijacking', 'ambulances', 'stoned', 'armed', 'robberies', 'imagine', 'people', 'come', 'rescue', 'needs', 'rescued', 'south', 'africa', 'bad', 'state']"
167,"['school', 'security', 'number', '1', 'priority', 'world', 'unfortunately', 'case', 'south', 'africa', 'property', 'hijacking']"
168,"['south', 'africa', 'even', 'willing', 'make', 'bold', 'statement', 'property', 'risk', 'assessment', 'wrong', 'property', 'hijacking']"
169,"['banana', 'vary', '1stputsans', 'transport', 'mbalula', 'file', 'traffic', 'rmc', 'lwaphesheyak', 'refs', 'deptoflabour', 'home', 'affairs', 'sa', 'well', 'crime', 'pollution', 'mozambican', 'know', 'ppl', 'ate', 'hijacking', 'spree', 'south', 'africa', 'smuggle', 'cars', 'country']"
170,"['vehicle', 'tracker', 'thing', 'save', 'motorists', 'south', 'africa', 'even', 'though', 'till', 'help', 'us', 'theft', 'hijacking']"
171,"['35year', 'prison', 'sentence', 'man', 'killed', 'two', 'people', 'hijacking', 'robbed', 'tavern', 'owner', 'learn', 'cryptocurrency', 'stock', 'market', 'free', 'southafrica', 'southafricanews', 'means', 'bitcoin', 'stockmarket']"
172,"['read', 'july', 'september', '2021', 'total', '4973', 'hijacking', 'south', 'africa', 'statistics', 'form', 'part', 'masters', 'student', 'tachi', 'panels', 'research', 'studies', 'utc', 'using', 'twitter', 'data', 'develop', 'app', 'mapping', 'pinpointing', 'hijacking', 'hotspots', 'iam', 'utc']"
173,"['south', 'africa', 'cape', 'town', 'student', 'developing', 'app', 'map', 'pinpoint', 'hijacking', 'hot', 'spots', 'iol']"
174,"['found', 'havelegal', 'documentation', 'south', 'africafurther', 'charges', 'contravention', 'immer', 'act', 'addednote', 'police', 'statement', 'joke', 'ppl', 'illegally', 'cntryhijacking', 'trucksdont', 'give', 'rats', 'abt', 'yr', 'immer', 'act']"
175,"['air', 'hijacking', 'trends', 'methods', 'south', 'africa', 'watch', 'scsaba', 'g', 'speaks', 'motoring', 'expert', 'poison', 'dibakoane', 'afm', 'living', 'redefined']"
176,"['public', 'violence', 'part', 'south', 'africa', 'much', 'rugby', 'braaivleis', 'soccer', 'vuvuzelas', 'needs', 'get', 'proper', 'attention', 'house', 'assessor', 'look', 'precautionary', 'measures', 'public', 'violence', 'property', 'hijacking']"
177,"['kidandron', 'cernovich', 'situation', 'would', 'agree', 'two', 'process', 'committing', 'hijacking', 'common', 'south', 'africa']"
178,"['south', 'africa', 'security', 'need', 'learn', 'mistakes', 'yesterday', 'property', 'hijacking']"
179,"['abc', 'news', 'south', 'africa', 'immigration', 'crisis', 'fake', 'doctors', 'illegal', 'mining', 'counterfeit', 'food', 'hijacking', 'buildings', 'spamming', 'human', 'trafficking', 'drugs', 'exactly', 'illegal', 'immigrants', 'navigate', 'life', 'need', 'legal', 'documents', 'access', 'banks', 'driving', 'jobs']"
180,"['morning', 'live', 'abc', 'south', 'africa', 'immigration', 'crisis', 'concerns', 'raised', 'hijacking', 'buildings', 'cars', 'human', 'trafficking', 'drugs', 'fake', 'doctors', 'professionals', 'counterfeiting', 'food', 'money', 'illegal', 'mining', 'spamming', 'etc', 'people', 'navigate', 'life', 'illegal', 'country']"
181,"['mbuyiseni', 'ndlozi', 'like', 'eff', 'south', 'africa', 'fellow', 'sad', 'people', 'busy', 'killing', 'raping', 'even', 'hijacking', 'brothers', 'sisters', 'south', 'africa', 'difference', 'party']"
182,"['cape', 'town', 'restaurateur', 'killed', 'hijacking', 'learn', 'cryptocurrency', 'stock', 'market', 'free', 'southafrica', 'southafricanews', 'means', 'bitcoin', 'stockmarket']"
183,"['katie', 'prices', 'opening', 'horrific', 'moment', 'raped', 'gunpoint', 'hijacking', 'south', 'african', '2018', 'trauma']"
184,"['matumbaanthony', 'since', 'foreigners', 'came', 'south', 'africa', 'human', 'trafficking', 'drug', 'syndicates', 'hijacking', 'car', 'theft', 'syndicates', 'counterfeit', 'clothes', 'alcohol', 'food', 'manufactured', 'put', 'south', 'african', 'first', 'operation', 'dudula']"
185,"['sad', 'south', 'africa', 'poor', 'women', 'gets', 'raped', 'every', '36', 'seconds', 'hijacking', 'every', '22', 'seconds', 'country', 'become']"
186,"['bro', 'kenya', 'blessed', 'used', 'think', 'crime', 'ke', 'go', 'across', 'acc', 'south', 'africa', 'guys', 'rob', 'cash', 'transit', 'like', 'every', 'week', 'vehicle', 'hijacking', 'public', 'display', 'guns', 'anarchy', 'south', 'africa', 'active', 'crime', 'scene']"
187,"['daddyhope', 'brodzaa', 'dudulaah', 'also', 'sort', 'free', 'khans', 'must', 'leave', 'na', 'je', 'ria', 'seriously', 'f', 'ck', 'travels', 'nigeria', 'illegally', 'hv', 'nigerian', 'illegal', 'manor', 'things', 'south', 'africa', 'trafficking', 'scams', 'selling', 'drugsrunning', 'brothelshijacking', 'buildings', 'etc']"
188,"['hijacking', 'urban', 'today', 'crime', 'south', 'africa', 'storywel']"
189,"['vehicle', 'tracker', 'south', 'africa', 'keeps', 'mapping', 'floor', 'without', 'closing', 'tap', 'car', 'hijacking', 'cable', 'theft', 'etc', 'crash', 'market', 'stolen', 'goods', 'stop', 'crime', 'put', 'intelligence', 'golf', '7', 'hijack', 'cars', 'manufacture', 'bar', 'codes', 'car', 'parts']"
190,"['khulumani', 'siris', 'fact', 'south', 'africa', 'signs', 'boards', 'notify', 'people', 'smash', 'grabs', 'hijacking', 'hot', 'spot', 'areas', 'arent', 'cops', 'duty', 'areas']"
191,"['zimbabweans', 'dont', 'bring', 'critical', 'skills', 'south', 'africa', 'hijacking', 'cars', 'stealing', 'network', 'tower', 'batteries', 'doesnt', 'count']"
192,"['outrageous', 'parliament', 'rsa', 'undermining', 'democratic', 'participation', 'legislation', 'shape', 'entire', 'democratic', 'system', 'shameful', 'ir', 'south', 'africa', 'take', 'stand', 'right', 'south', 'african', 'prevent', 'hijacking', 'electoral', 'system']"
193,"['ancisacurse', 'dayton', 'mc', 'k', 'anc', 'led', 'exiled', 'presidents', 'entertained', 'foreigners', 'issue', 'anc', 'led', 'locals', 'busy', 'foreigners', 'voetsek', 'south', 'africa', 'thanks', 'minister', 'aaron', 'motsoaledi', 'sterling', 'job', 'dudula', 'psa', 'hijacking', 'started']"
194,"['val', 'afghan', 'lucky', 'south', 'africa', 'zimbabweans', 'steal', 'solar', 'single', 'nights', 'currently', 'stealing', 'batteries', 'towers', 'railway', 'cables', 'streets', 'lights', 'steal', 'everything', 'see', 'hijacking', 'cars']"
195,"['benzene', 'mastering', 'simplysnipes', 'st', 'breaking', 'key', 'dunchichi', 'ones', 'world', 'south', 'africa', 'one', 'alleged', 'dealing', 'drugsscammer', 'prostitution', 'woman', 'n', 'kids', 'hijacking', 'buildings']"
196,"['country', 'laws', 'easy', 'like', 'south', 'africa', 'become', 'drug', 'dealers', 'fraudstars', 'brothels', 'building', 'hijacking']"
197,"['abednego82', 'stop', 'promoting', 'lawlessness', 'currently', 'south', 'africa', 'got', 'ghosts', 'committing', 'crimes', 'sorts', 'raping', 'hijacking', 'killing', 'illegal', 'mining', 'robberies', 'heist', 'musings', 'fraud', 'scams', 'people', 'without', 'fingerprints', 'people', 'cant', 'traced', 'maybe', 'dont', 'care']"
198,"['civil', 'ramaphosa', 'dont', 'use', 'public', 'hospitals', 'kids', 'dont', 'use', 'public', 'hospitals', 'yes', 'contributing', 'bad', 'things', 'society', 'selling', 'drugs', 'hijacking', 'building', 'know', 'high', 'unemployed', 'youth', 'south', 'africa']"
199,"['bonglez', 'foreigners', 'done', 'many', 'foreign', 'country', 'south', 'africa1', 'abduction', 'children2', 'kidnapping', 'ransom3', 'human', 'trafficking4', 'fraudulent', 'id', 'visas5', 'organ', 'cult', 'syndicate6', 'heist', 'robberies7', 'fake', 'doctors', 'pastors8', 'hijacking', 'cars', 'buildings']"
200,"['adds', 'africa', 'yet', 'also', 'seeing', 'balloting', 'number', 'illegal', 'immigrants', 'hijacking', 'entry', 'level', 'jobs', 'committing', 'crime', 'mushrooming', 'informal', 'settlements', 'hijacking', 'property', 'health', 'care', 'services', 'whose', 'children', 'taking', 'space', 'meant', 'south', 'africa', 'children', 'schools']"
201,"['official', 'crime', 'stats', 'dont', 'tell', 'hijacking', 'south', 'africa', 'business', 'tech']"
202,"['zimpretoria', 'dircoza', 'mo', 'faz', 'zimbabwe', 'stay', 'comfortable', 'south', 'africa', 'wont', 'fight', 'freedom', 'longer', 'voting', 'saying', 'must', 'go', 'back', 'fight', 'change', 'like', 'swaziland', 'stop', 'hijacking', 'car', 'sell', 'zimbabwe']"
203,"['talk', 'tv', 'wonder', 'harry', 'really', 'thinks', 'meghan', 'hijacking', 'time', 'year', 'memory', 'princess', 'diana', 'like', 'low', 'budget', 'hollywood', 'soap', 'production', 'working', 'weekly', 'script', 'ep', '9', 'smoking', 'plug', 'south', 'africa', 'ep10', 'manila', 'comes', 'tea']"
204,"['official', 'crime', 'stats', 'dont', 'tell', 'hijacking', 'south', 'africa']"
205,"['official', 'crime', 'stats', 'dont', 'tell', 'hijacking', 'south', 'africa']"
206,"['truck', 'hijacking', 'rate', 'south', 'africa', 'increased', '314', 'first', 'three', 'months', '2022', 'gps', 'tracking', 'telematics', 'solution', 'effective', 'address', 'challenge', 'weapon', 'telematics', 'gpstracking']"
207,"['news', 'south', 'africa', '9', 'hijacking', 'trends', 'methods', 'look', 'south', 'africa', 'tourism', 'south', 'africa', 'crime']"
208,"['9', 'hijacking', 'trends', 'methods', 'look', 'south', 'africa']"
209,"['9', 'hijacking', 'trends', 'methods', 'look', 'south', 'africa']"
210,"['9', 'hijacking', 'trends', 'methods', 'look', 'south', 'africa']"
211,"['9', 'hijacking', 'trends', 'methods', 'look', 'south', 'africa']"
212,"['9', 'hijacking', 'trends', 'methods', 'look', 'south', 'africa']"
213,"['new', 'hijacking', 'trend', 'look', 'south', 'africa']"
214,"['new', 'hijacking', 'trend', 'look', 'south', 'africa']"
215,"['new', 'hijacking', 'trend', 'look', 'south', 'africa', 'via', 'businesstech', 'sa']"
216,"['new', 'hijacking', 'trend', 'look', 'south', 'africa', 'cars']"
217,"['new', 'hijacking', 'trend', 'look', 'south', 'africa', 'via', 'businesstech', 'sa']"
218,"['new', 'hijacking', 'trend', 'look', 'south', 'africa', 'via', 'businesstech', 'sa']"
219,"['new', 'hijacking', 'trend', 'look', 'south', 'africa']"
220,"['new', 'hijacking', 'trend', 'look', 'south', 'africa', 'via', 'businesstech', 'sa', 'store', 'key', 'lead', 'lined', 'safe', 'home', 'keep', 'low', 'life', 'sum', 'earth']"
221,"['south', 'africa', 'car', 'stolen', 'every', '22', 'minutes', 'south', 'africa', 'hijacking', 'sa', 'crime', 'sa', 'police']"
222,"['new', 'hijacking', 'trend', 'look', 'south', 'africa', 'beware', 'hijacking', 'trends', 'safetyfirst', 'care']"
223,"['latest', 'crime', 'statistics', 'south', 'africa', 'police', 'revealed', 'hijacking', 'hotspots', 'across', 'country', 'crime', 'increasing', '14', 'read', 'sa', 'police', 'crime', 'hijacking']"
224,"['new', 'hijacking', 'trend', 'look', 'south', 'africa']"
225,"['new', 'hijacking', 'trend', 'look', 'south', 'africa']"
226,"['new', 'hijacking', 'trend', 'look', 'south', 'africa']"
227,"['crime', 'statistics', '2022', 'south', 'africa', 'paints', 'scary', 'picture', 'public', 'safety', 'lack', 'thereof', 'hijacking', 'everyone', 'else', 'increased', 'shopping', '14']"
228,"['leon', 'schweiz', 'kriswentzel9', 'civil', 'ramaphosa', 'acknowledgement', 'cadres', 'hijacking', 'private', 'sector', 'incompetence', 'sacrifice', 'competence', 'necessarily', 'best', 'qualified', 'job', 'main', 'reason', 'everything', 'anc', 'touch', 'rotten', 'functional', 'corrupted', 'anc', 'lack', 'improve', 'south', 'africa', 'rather', 'destroy', 'rsa']"
229,"['graham', 'brown16', 'context', 'bits', 'graham', 'south', 'africa', 'unless', 'love', 'basis', 'lots', 'meat', 'sunshine', 'belong', 'potholes', 'strikes', 'hijacking', 'love']"
230,"['salesman', 'lily', 'bit', 'way', 'thieves', 'proceed', 'south', 'africa', 'chop', 'hand', 'get', 'watch', 'rings', 'hijacking', 'shoot', 'first', 'throw', 'car', 'take']"
231,"['zimbabweans', 'south', 'africa', 'killing', 'sa', 'citizens', 'destroying', 'infrastructure', 'rape', 'cash', 'heist', 'house', 'breaking', 'hijacking', 'acting', 'crimes', 'committed', 'sa', 'citizens', 'dont', 'want', 'zimbabweans', 'anymore', 'south', 'africa', 'theyre', 'curse']"
232,"['vehicle', 'hijacking', 'one', 'main', 'crimes', 'south', 'africa', 'take', 'free', 'online', 'course', 'learn', 'crime', 'conducted', 'raise', 'situational', 'awareness', 'protect', 'take', 'safe', 'real', 'life', 'decisions', 'take', 'course']"
233,"['vehicle', 'hijacking', 'one', 'main', 'crimes', 'south', 'africa', 'take', 'free', 'online', 'course', 'learn', 'crime', 'conducted', 'raise', 'situational', 'awareness', 'protect', 'take', 'safe', 'real', 'life', 'decisions', 'take', 'course']"
234,"['hijacking', 'hotspots', 'south', 'africa', 'worst', 'best', 'province']"
235,"['hijacking', 'hotspots', 'south', 'africa', 'worst', 'andres']"
236,"['hijacking', 'hotspots', 'south', 'africa', 'worst', 'best', 'province']"
237,"['itu', 'assist', 'south', 'africa', 'mara', 'hijacking', 'cops']"
238,"['vehicle', 'tracker', 'attempted', 'hijacking', 'pakistan', 'sure', 'south', 'africa']"
239,"['steven5568972', 'vehicle', 'tracker', 'ah', 'gonna', 'see', 'vehicle', 'tracker', 'states', 'caption', 'attempted', 'hijacking', 'somewhere', 'ko', 'ka', 'ka', 'mo', 'south', 'africa', 'went', 'say', 'sa']"
240,"['jumper', 'lo', 'film', 'instead', 'stopping', 'punish1t', 'works', 'different', 'south', 'africathis', 'happens', 'guys', 'try', 'jack', 'old', 'white', 'dude', 'sa', 'urban', 'town', 'hijacking', 'central', 'urban', 'tuesday', 'gone', 'viral', 'facebook', 'via', 'tube']"
241,"['lille', 'mthembu', 'boitumelo', 'celeb', 'vehicle', 'tracker', 'actually', 'one', 'easily', 'stolen', 'cars', 'south', 'africa', 'wont', 'even', 'touch', 'hijacking']"
242,"['one', 'less', 'piece', 'shit', 'streets', 'sa', 'praying', 'law', 'abiding', 'citizens', 'warning', 'shot', 'chest', 'tired', 'reading', 'criminals', 'winning', 'day', 'hijacking', 'tsotsi', 'crime', 'south', 'africa', 'zerofucks']"
243,"['swamp', 'communist', 'biden', 'invaded', 'somalia', 'oil', 'hijacking', 'iranian', 'oil', 'tankers', 'actively', 'stealing', 'oil', 'syria', 'backing', 'coup', 'ethiopia', 'threatening', 'south', 'africa']"
244,"['shooting', 'murder', 'robbery', 'hijacking', 'many', 'incidence', 'last', '24hours', 'south', 'africa']"
